NTD ID,Mode,Type of Service,Agency,City,State,Legacy NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode VOMS,Major Mechanical Failures,Major Mechanical Failures Questionable,Other Mechanical Failures,Other Mechanical Failures Questionable,Total Mechanical Failures,Total Mechanical Failures Questionable,Vehicle/Passenger Car Miles,Vehicle/Passenger Car Miles Questionable,Vehicle/Passenger Car Revenue Miles,Vehicle/Passenger Car Revenue Miles Questionable,Train Miles,Train Miles Questionable,Train Revenue Miles,Train Revenue Miles Questionable,Any Data Questionable?,Mean Miles Between Breakdowns,Rank,"Rank, 10 Biggest"
40017,MB,DO,Lextran,Lexington,KY,4017,Independent Public Agency or Authority of Transit Service,Full Reporter,290263,99,51,187,NA,94,NA,281,NA,1906010,NA,1823292,NA,0,NA,0,NA,No,6488.583629893238,272,NA
60008,MB,PT,"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,6008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332,1367,122,869,NA,280,NA,1149,NA,8323177,NA,7430470,NA,0,NA,0,NA,No,6466.901653611836,273,NA
29,MB,DO,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,505,111,341,NA,636,NA,977,NA,7379794,NA,6311028,NA,0,NA,0,NA,No,6459.598771750256,274,NA
30019,MB,DO,Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,3019,Independent Public Agency or Authority of Transit Service,Full Reporter,5441567,2099,1212,4251,NA,1755,NA,6006,NA,43931696,NA,38714661,NA,0,NA,0,NA,No,6445.997502497503,275,4
50009,MB,PT,GO Transit,Oshkosh,WI,5009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,74495,40,1,7,NA,4,NA,11,NA,78048,NA,70402,NA,0,NA,0,NA,No,6400.181818181818,276,NA
40027,MB,PT,Pinellas Suncoast Transit Authority,Saint Petersburg,FL,4027,Independent Public Agency or Authority of Transit Service,Full Reporter,2441770,320,13,57,NA,15,NA,72,NA,482732,NA,460757,NA,0,NA,0,NA,No,6399.402777777777,277,NA
3,MB,DO,Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,351,108,409,NA,306,NA,715,NA,5263743,NA,4558354,NA,0,NA,0,NA,No,6375.320279720279,278,NA
60056,MB,DO,Dallas Area Rapid Transit,Dallas,TX,6056,Independent Public Agency or Authority of Transit Service,Full Reporter,5121892,730,453,2442,NA,1376,NA,3818,NA,27590133,NA,24216644,NA,0,NA,0,NA,No,6342.756416972236,279,NA
60022,MB,DO,Capital Area Transit System,Baton Rouge,LA,6022,Independent Public Agency or Authority of Transit Service,Full Reporter,594309,60,44,375,NA,22,NA,397,NA,2699282,NA,2518045,NA,0,NA,0,NA,No,6342.682619647355,280,NA
10098,MB,DO,"Western Maine Transportation Services, Inc.",Auburn,ME,1098,Independent Public Agency or Authority of Transit Service,Full Reporter,59397,39,22,12,NA,12,NA,24,NA,159617,NA,151976,NA,0,NA,0,NA,No,6332.333333333333,281,NA
60024,MB,DO,Shreveport Area Transit System,Shreveport,LA,6024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,298317,53,35,102,NA,200,NA,302,NA,2017541,NA,1889451,NA,0,NA,0,NA,No,6256.460264900662,282,NA
90026,MB,PT,San Diego Metropolitan Transit System,San Diego,CA,9026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,691,290,1460,NA,350,NA,1810,NA,13039829,NA,11239470,NA,0,NA,0,NA,No,6209.651933701657,283,NA
10086,MB,DO,Cooperative Alliance for Seacoast Transportation,Dover,NH,1086,Independent Public Agency or Authority of Transit Service,Full Reporter,88087,22,13,60,NA,80,NA,140,NA,928625,NA,861479,NA,0,NA,0,NA,No,6153.421428571429,284,NA
40071,MB,DO,Department of Parking & Public Transit,Huntsville,AL,4071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,286692,32,13,38,NA,94,NA,132,NA,815665,NA,810540,NA,0,NA,0,NA,No,6140.454545454545,285,NA
20071,MB,DO,Huntington Area Rapid Transit,Huntington,NY,2071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,17,8,12,NA,50,NA,62,NA,408419,NA,376933,NA,0,NA,0,NA,No,6079.564516129032,286,NA
6,MB,DO,Yakima Transit,Yakima,WA,6,"City, County or Local Government Unit or Department of Transportation",Full Reporter,129534,45,18,55,NA,62,NA,117,NA,731232,NA,707931,NA,0,NA,0,NA,No,6050.692307692308,287,NA
50010,MB,DO,METRO Regional Transit Authority,Akron,OH,5010,Independent Public Agency or Authority of Transit Service,Full Reporter,569499,151,75,114,NA,456,NA,570,NA,3895030,NA,3425508,NA,0,NA,0,NA,No,6009.663157894737,288,NA
90121,MB,PT,Antelope Valley Transit Authority,Lancaster,CA,9121,Independent Public Agency or Authority of Transit Service,Full Reporter,341219,90,47,117,NA,211,NA,328,NA,2277329,NA,1968466,NA,0,NA,0,NA,No,6001.420731707317,289,NA
2,MB,DO,Spokane Transit Authority,Spokane,WA,2,Independent Public Agency or Authority of Transit Service,Full Reporter,387847,276,121,581,NA,457,NA,1038,NA,6779098,NA,6210759,NA,0,NA,0,NA,No,5983.390173410405,290,NA
70030,MB,DO,Coralville Transit System,Iowa City,IA,7030,"City, County or Local Government Unit or Department of Transportation",Full Reporter,106621,7,7,9,NA,23,NA,32,NA,200801,NA,189727,NA,0,NA,0,NA,No,5928.96875,291,NA
90171,MB,PT,Santa Clarita Transit,Santa Clarita,CA,9171,"City, County or Local Government Unit or Department of Transportation",Full Reporter,258653,88,44,46,NA,203,NA,249,NA,1649388,NA,1473095,NA,0,NA,0,NA,No,5916.044176706827,292,NA
40224,MB,PT,Mountain Mobility,Asheville,NC,4224,"City, County or Local Government Unit or Department of Transportation",Full Reporter,280648,27,3,18,NA,5,NA,23,NA,173939,NA,135646,NA,0,NA,0,NA,No,5897.652173913043,293,NA
50060,MB,DO,Champaign-Urbana Mass Transit District,Urbana,IL,5060,Independent Public Agency or Authority of Transit Service,Full Reporter,145361,106,90,86,NA,414,NA,500,NA,3061495,NA,2909928,NA,0,NA,0,NA,No,5819.856,294,NA
20018,MB,DO,New York Regional Transportation Authority,Syracuse,NY,2018,Independent Public Agency or Authority of Transit Service,Full Reporter,412317,205,153,208,NA,514,NA,722,NA,4480621,NA,4190553,NA,0,NA,0,NA,No,5804.090027700831,295,NA
50053,MB,DO,Terre Haute Transit Utility,Terre Haute,IN,5053,"City, County or Local Government Unit or Department of Transportation",Full Reporter,92742,10,8,36,NA,33,NA,69,NA,406580,NA,398819,NA,0,NA,0,NA,No,5779.985507246377,296,NA
70005,MB,DO,Kansas City Area Transportation Authority,Kansas City,MO,7005,Independent Public Agency or Authority of Transit Service,Full Reporter,1519417,220,105,528,NA,385,NA,913,NA,5862761,NA,5219462,NA,0,NA,0,NA,No,5716.825848849945,297,NA
90033,MB,PT,City of Tucson,Tucson,AZ,9033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,843168,267,174,674,NA,714,NA,1388,NA,8929009,NA,7902896,NA,0,NA,0,NA,No,5693.729106628242,298,NA
50006,MB,DO,RYDE,Racine,WI,5006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,133700,32,22,50,NA,111,NA,161,NA,964476,NA,912753,NA,0,NA,0,NA,No,5669.273291925466,299,NA
90004,MB,DO,Golden Empire Transit District,Bakersfield,CA,9004,Independent Public Agency or Authority of Transit Service,Full Reporter,523994,91,61,212,NA,299,NA,511,NA,3123623,NA,2894748,NA,0,NA,0,NA,No,5664.8688845401175,300,NA
90079,MB,DO,SunLine Transit Agency,Thousand Palms,CA,9079,Independent Public Agency or Authority of Transit Service,Full Reporter,345580,87,52,402,NA,115,NA,517,NA,3405858,NA,2921255,NA,0,NA,0,NA,No,5650.396518375242,301,NA
90027,MB,DO,Fresno Area Express,Fresno,CA,9027,"City, County or Local Government Unit or Department of Transportation",Full Reporter,654628,145,102,625,NA,207,NA,832,NA,5007457,NA,4693498,NA,0,NA,0,NA,No,5641.223557692308,302,NA
90148,MB,PT,Victor Valley Transit Authority,Hesperia,CA,9148,Independent Public Agency or Authority of Transit Service,Full Reporter,328454,277,46,304,NA,272,NA,576,NA,3449549,NA,3164323,NA,0,NA,0,NA,No,5493.616319444444,303,NA
50052,MB,DO,South Bend Public Transportation Corporation,South Bend,IN,5052,Independent Public Agency or Authority of Transit Service,Full Reporter,278165,52,36,174,NA,84,NA,258,NA,1471950,NA,1411395,NA,0,NA,0,NA,No,5470.523255813953,304,NA
50059,MB,DO,Sangamon Mass Transit District,Springfield,IL,5059,Independent Public Agency or Authority of Transit Service,Full Reporter,161316,63,48,151,NA,160,NA,311,NA,1757340,NA,1687882,NA,0,NA,0,NA,No,5427.273311897106,305,NA
90012,MB,DO,San Joaquin Regional Transit District,Stockton,CA,9012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583,81,30,49,NA,137,NA,186,NA,1093387,NA,1006878,NA,0,NA,0,NA,No,5413.322580645161,306,NA
40012,MB,DO,Winston-Salem Transit Authority,Winston Salem,NC,4012,Independent Public Agency or Authority of Transit Service,Full Reporter,391024,63,31,207,NA,155,NA,362,NA,1979295,NA,1958208,NA,0,NA,0,NA,No,5409.414364640884,307,NA
40047,MB,DO,Athens-Clarke County Transit Department,Athens,GA,4047,"City, County or Local Government Unit or Department of Transportation",Full Reporter,128754,19,17,41,NA,99,NA,140,NA,819419,NA,754983,NA,0,NA,0,NA,No,5392.7357142857145,308,NA
10050,MB,DO,Greater Bridgeport Transit Authority,Bridgeport,CT,1050,Independent Public Agency or Authority of Transit Service,Full Reporter,923311,58,39,154,NA,137,NA,291,NA,1590924,NA,1564462,NA,0,NA,0,NA,No,5376.158075601375,309,NA
30070,MB,PT,Potomac and Rappahannock Transportation Commission,Woodbridge,VA,3070,Independent Public Agency or Authority of Transit Service,Full Reporter,4586770,364,32,194,NA,42,NA,236,NA,1549546,NA,1267381,NA,0,NA,0,NA,No,5370.2584745762715,310,NA
70048,MB,PT,City of Lawrence,Lawrence,KS,7048,"City, County or Local Government Unit or Department of Transportation",Full Reporter,88053,40,21,45,NA,131,NA,176,NA,1002420,NA,939530,NA,0,NA,0,NA,No,5338.238636363636,311,NA
40158,MB,PT,LakeXpress,Tavares,FL,4158,"City, County or Local Government Unit or Department of Transportation",Full Reporter,131337,32,10,6,NA,95,NA,101,NA,605422,NA,537316,NA,0,NA,0,NA,No,5319.960396039604,312,NA
90029,MB,DO,Omnitrans,San Bernardino,CA,9029,Independent Public Agency or Authority of Transit Service,Full Reporter,1932666,143,96,557,NA,494,NA,1051,NA,6016693,NA,5559823,NA,0,NA,0,NA,No,5290.031398667936,313,NA
60101,MB,DO,Denton County Transportation Authority,Lewisville,TX,6101,Independent Public Agency or Authority of Transit Service,Full Reporter,366174,141,35,210,NA,16,NA,226,NA,1272420,NA,1190682,NA,0,NA,0,NA,No,5268.504424778761,314,NA
50057,MB,DO,Rock Island County Metropolitan Mass Transit District,Moline,IL,5057,Independent Public Agency or Authority of Transit Service,Full Reporter,280051,59,46,296,NA,118,NA,414,NA,2289783,NA,2178489,NA,0,NA,0,NA,No,5262.050724637681,315,NA
50032,MB,DO,Mass Transportation Authority,Flint,MI,5032,Independent Public Agency or Authority of Transit Service,Full Reporter,356218,220,99,311,NA,307,NA,618,NA,3675549,NA,3238624,NA,0,NA,0,NA,No,5240.491909385113,316,NA
30083,MB,DO,Hampton Roads Transit,Hampton,VA,3083,Independent Public Agency or Authority of Transit Service,Full Reporter,1439666,349,240,578,NA,1421,NA,1999,NA,10333435,NA,10322130,NA,0,NA,0,NA,No,5163.646823411706,317,NA
30202,MB,DO,South Central Transit Authority,Lancaster,PA,NA,Independent Public Agency or Authority of Transit Service,Full Reporter,402004,148,75,382,NA,229,NA,611,NA,3283439,NA,3152462,NA,0,NA,0,NA,No,5159.512274959084,318,NA
376,MB,DO,"Ride Connection, Inc.",Portland,OR,0R02-022,Private-Non-Profit Corporation,Full Reporter,1849898,70,7,24,NA,26,NA,50,NA,263249,NA,257703,NA,0,NA,0,NA,No,5154.06,319,NA
20076,MB,PT,The Bee-Line System,White Plains,NY,2076,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,373,270,981,NA,495,NA,1476,NA,9844718,NA,7588455,NA,0,NA,0,NA,No,5141.2296747967475,320,NA
30054,MB,DO,Centre Area Transportation Authority,State College,PA,3054,Independent Public Agency or Authority of Transit Service,Full Reporter,87454,114,72,81,NA,127,NA,208,NA,1136890,NA,1066176,NA,0,NA,0,NA,No,5125.846153846154,321,NA
30048,MB,PT,County of Howard,Ellicott City,MD,3048,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2203663,45,23,113,NA,152,NA,265,NA,1468562,NA,1355638,NA,0,NA,0,NA,No,5115.615094339622,322,NA
40026,MB,DO,Manatee County Area Transit,Sarasota,FL,4026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,643260,43,22,140,NA,150,NA,290,NA,1625097,NA,1473175,NA,0,NA,0,NA,No,5079.913793103448,323,NA
40041,MB,DO,Hillsborough Area Regional Transit Authority,Tampa,FL,4041,Independent Public Agency or Authority of Transit Service,Full Reporter,2441770,199,125,620,NA,812,NA,1432,NA,7652872,NA,7187617,NA,0,NA,0,NA,No,5019.28561452514,324,NA
20002,MB,DO,Capital District Transportation Authority,Albany,NY,2002,Independent Public Agency or Authority of Transit Service,Full Reporter,594962,293,203,600,NA,963,NA,1563,NA,8906366,NA,7815973,NA,0,NA,0,NA,No,5000.622520793346,325,NA
10001,MB,DO,Rhode Island Public Transit Authority,Providence,RI,1001,Independent Public Agency or Authority of Transit Service,Full Reporter,1190956,297,203,486,NA,1402,NA,1888,NA,11113314,NA,9366747,NA,0,NA,0,NA,No,4961.200741525424,326,NA
60008,MB,DO,"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,6008,Independent Public Agency or Authority of Transit Service,Full Reporter,4944332,1367,447,3573,NA,1543,NA,5116,NA,28144630,NA,25261079,NA,0,NA,0,NA,No,4937.662040656763,327,5
60010,MB,DO,CITIBUS,Lubbock,TX,6010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,237356,82,60,20,NA,245,NA,265,NA,1309364,NA,1306165,NA,0,NA,0,NA,No,4928.924528301887,328,NA
90026,MB,DO,San Diego Metropolitan Transit System,San Diego,CA,9026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,691,225,1474,NA,481,NA,1955,NA,10950858,NA,9631608,NA,0,NA,0,NA,No,4926.653708439898,329,NA
20178,MB,DO,UCAT,Kingston,NY,2178,"City, County or Local Government Unit or Department of Transportation",Full Reporter,423566,30,25,129,NA,47,NA,176,NA,901618,NA,858684,NA,0,NA,0,NA,No,4878.886363636364,330,NA
50033,MB,DO,The Rapid,Grand Rapids,MI,5033,Independent Public Agency or Authority of Transit Service,Full Reporter,569935,179,105,91,NA,928,NA,1019,NA,5194138,NA,4967690,NA,0,NA,0,NA,No,4875.063788027478,331,NA
90136,MB,PT,Valley Metro,Phoenix,AZ,9136,Independent Public Agency or Authority of Transit Service,Full Reporter,3629114,691,322,1390,NA,1141,NA,2531,NA,14793574,NA,12337840,NA,0,NA,0,NA,No,4874.689845910707,332,NA
40042,MB,DO,Birmingham-Jefferson County Transit Authority,Birmingham,AL,4042,Independent Public Agency or Authority of Transit Service,Full Reporter,749495,95,70,234,NA,161,NA,395,NA,1996839,NA,1886773,NA,0,NA,0,NA,No,4776.640506329114,333,NA
30112,MB,PT,DDOT - Progressive Transportation Services Administration,Washington,DC,3112,State Government Unit or Department of Transportation,Full Reporter,4586770,69,65,149,NA,128,NA,277,NA,1498123,NA,1321175,NA,0,NA,0,NA,No,4769.584837545126,334,NA
50050,MB,PT,Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,Independent Public Agency or Authority of Transit Service,Full Reporter,1487483,284,1,3,NA,9,NA,12,NA,65277,NA,57209,NA,0,NA,0,NA,No,4767.416666666667,335,NA
30068,MB,PT,Fairfax Connector Bus System,Fairfax,VA,3068,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4586770,276,276,1936,NA,163,NA,2099,NA,11878307,NA,9989631,NA,0,NA,0,NA,No,4759.233444497379,336,NA
30015,MB,DO,Luzerne County Transportation Authority,Kingston,PA,3015,Independent Public Agency or Authority of Transit Service,Full Reporter,381502,62,32,91,NA,163,NA,254,NA,1215363,NA,1186730,NA,0,NA,0,NA,No,4672.165354330708,337,NA
30034,MB,DO,Maryland Transit Administration,Baltimore,MD,3034,State Government Unit or Department of Transportation,Full Reporter,2203663,1333,604,2543,NA,1309,NA,3852,NA,19974678,NA,17829087,NA,0,NA,0,NA,No,4628.527258566978,338,NA
50047,MB,DO,Bloomington-Normal Public Transit System,Normal,IL,5047,Independent Public Agency or Authority of Transit Service,Full Reporter,132600,43,27,119,NA,142,NA,261,NA,1329915,NA,1202090,NA,0,NA,0,NA,No,4605.708812260536,339,NA
50027,MB,DO,Metro Transit,Minneapolis,MN,5027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2650890,575,490,311,NA,4016,NA,4327,NA,23472671,NA,19760032,NA,0,NA,0,NA,No,4566.6817656574995,340,NA
60014,MB,DO,Brownsville Metro,Brownsville,TX,6014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,217585,24,16,130,NA,21,NA,151,NA,735921,NA,688658,NA,0,NA,0,NA,No,4560.649006622517,341,NA
30094,MB,DO,City of Harrisonburg,Harrisonburg,VA,3094,"City, County or Local Government Unit or Department of Transportation",Full Reporter,66784,41,35,92,NA,49,NA,141,NA,659290,NA,637022,NA,0,NA,0,NA,No,4517.886524822695,342,NA
40004,MB,DO,Metropolitan Transit Authority,Madison,TN,4004,Independent Public Agency or Authority of Transit Service,Full Reporter,969587,193,117,780,NA,253,NA,1033,NA,5208961,NA,4650468,NA,0,NA,0,NA,No,4501.905130687319,343,NA
90156,MB,PT,City of San Luis Obispo,San Luis Obispo,CA,9156,"City, County or Local Government Unit or Department of Transportation",Full Reporter,59219,15,15,41,NA,33,NA,74,NA,350126,NA,330124,NA,0,NA,0,NA,No,4461.135135135135,344,NA
50096,MB,PT,Waukesha Metro Transit,Waukesha,WI,5096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1376476,32,4,15,NA,14,NA,29,NA,134099,NA,128764,NA,0,NA,0,NA,No,4440.137931034483,345,NA
80011,MB,DO,Transfort,Fort Collins,CO,8011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,49,28,100,NA,152,NA,252,NA,1217760,NA,1116749,NA,0,NA,0,NA,No,4431.543650793651,346,NA
20188,MB,DO,MTA Bus Company,New York,NY,2188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,18351295,1122,1122,3657,NA,2252,NA,5909,NA,35907033,NA,26106130,NA,0,NA,0,NA,No,4418.028431206634,347,6
70001,MB,DO,StarTran,Lincoln,NE,7001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,258719,73,56,268,NA,120,NA,388,NA,1732270,NA,1679821,NA,0,NA,0,NA,No,4329.43556701031,348,NA
44929,MB,PT,City of Fort Lauderdale,Fort Lauderdale,FL,NA,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,9,8,30,NA,1,NA,31,NA,144790,NA,134162,NA,0,NA,0,NA,No,4327.806451612903,349,NA
70015,MB,DO,Wichita Transit,Wichita,KS,7015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,472870,65,43,231,NA,150,NA,381,NA,1677928,NA,1648115,NA,0,NA,0,NA,No,4325.761154855643,350,NA
90002,MB,PT,City & County of Honolulu DTS,Honolulu,HI,9002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,802459,683,364,1798,NA,2240,NA,4038,NA,20143347,NA,17279744,NA,0,NA,0,NA,No,4279.282813273898,351,NA
80012,MB,DO,Great Falls Transit District,Great Falls,MT,8012,Independent Public Agency or Authority of Transit Service,Full Reporter,65207,22,13,95,NA,6,NA,101,NA,468301,NA,429292,NA,0,NA,0,NA,No,4250.415841584158,352,NA
50034,MB,DO,Jackson Area Transportation Authority,Jackson,MI,5034,Independent Public Agency or Authority of Transit Service,Full Reporter,90057,18,9,29,NA,48,NA,77,NA,337267,NA,324157,NA,0,NA,0,NA,No,4209.831168831169,353,NA
70010,MB,DO,Des Moines Area Regional Transit Authority,Des Moines,IA,7010,Independent Public Agency or Authority of Transit Service,Full Reporter,450070,152,85,229,NA,462,NA,691,NA,3160391,NA,2902696,NA,0,NA,0,NA,No,4200.717800289435,354,NA
20004,MB,DO,Niagara Frontier Transportation Authority,Buffalo,NY,2004,Independent Public Agency or Authority of Transit Service,Full Reporter,935906,345,266,1068,NA,755,NA,1823,NA,9267694,NA,7632706,NA,0,NA,0,NA,No,4186.893033461328,355,NA
40015,MB,PT,"JTRAN-City of Jackson, MS",Jackson,MS,4015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,351478,30,14,2,NA,171,NA,173,NA,754712,NA,723160,NA,0,NA,0,NA,No,4180.115606936416,356,NA
60011,MB,DO,VIA Metropolitan Transit,San Antonio,TX,6011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210,823,503,1675,NA,3415,NA,5090,NA,23079355,NA,21263294,NA,0,NA,0,NA,No,4177.4644400785855,357,NA
40172,MB,DO,Greenway Public Transportation,Conover,NC,4172,Independent Public Agency or Authority of Transit Service,Full Reporter,212195,53,10,63,NA,21,NA,84,NA,377842,NA,349854,NA,0,NA,0,NA,No,4164.928571428572,358,NA
60091,MB,DO,Hill Country Transit District,San Saba,TX,6091,Independent Public Agency or Authority of Transit Service,Full Reporter,217630,60,9,84,NA,15,NA,99,NA,470043,NA,411326,NA,0,NA,0,NA,No,4154.80808080808,359,NA
90010,MB,DO,Torrance Transit System,Torrance,CA,9010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,84,48,208,NA,238,NA,446,NA,1898415,NA,1846235,NA,0,NA,0,NA,No,4139.540358744394,360,NA
90017,MB,PT,City of Santa Rosa,Santa Rosa,CA,9017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231,25,1,4,NA,1,NA,5,NA,26619,NA,20595,NA,0,NA,0,NA,No,4119,361,NA
40057,MB,DO,Jackson Transit Authority,Jackson,TN,4057,Independent Public Agency or Authority of Transit Service,Full Reporter,71880,17,11,78,NA,64,NA,142,NA,590332,NA,584407,NA,0,NA,0,NA,No,4115.542253521126,362,NA
90147,MB,PT,City of Los Angeles Department of Transportation,Los Angeles,CA,9147,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,348,171,13,NA,1646,NA,1659,NA,7605661,NA,6734063,NA,0,NA,0,NA,No,4059.10970464135,363,NA
90092,MB,PT,Fairfield and Suisun Transit,Fairfield,CA,9092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,133683,32,15,122,NA,12,NA,134,NA,569640,NA,541311,NA,0,NA,0,NA,No,4039.634328358209,364,NA
20192,MB,DO,Bergen County Community Transportation,Hackensack,NJ,2192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,45,2,0,NA,3,NA,3,NA,12607,NA,12051,NA,0,NA,0,NA,No,4017,365,NA
40008,MB,PT,Charlotte Area Transit System,Charlotte,NC,4008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1249442,304,159,674,NA,1611,NA,2285,NA,9982832,NA,9165587,NA,0,NA,0,NA,No,4011.1978118161924,366,NA
40009,MB,DO,Fayetteville Area System of Transit,Fayetteville,NC,4009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,310282,37,18,194,NA,61,NA,255,NA,1092647,NA,1019613,NA,0,NA,0,NA,No,3998.4823529411765,367,NA
80028,MB,DO,Cache Valley Transit District,Logan,UT,8028,Independent Public Agency or Authority of Transit Service,Full Reporter,94983,28,21,72,NA,202,NA,274,NA,1119048,NA,1092540,NA,0,NA,0,NA,No,3987.3722627737225,368,NA
30027,MB,DO,Central Pennsylvania Transportation Authority,York,PA,3027,Independent Public Agency or Authority of Transit Service,Full Reporter,232045,214,30,73,NA,230,NA,303,NA,1291988,NA,1204449,NA,0,NA,0,NA,No,3975.079207920792,369,NA
50061,MB,PT,Decatur Public Transit System,Decatur,IL,5061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,93863,24,19,94,NA,148,NA,242,NA,966007,NA,959806,NA,0,NA,0,NA,No,3966.1404958677685,370,NA
50050,MB,DO,Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,Independent Public Agency or Authority of Transit Service,Full Reporter,1487483,284,126,1001,NA,878,NA,1879,NA,8286035,NA,7390530,NA,0,NA,0,NA,No,3933.225119744545,371,NA
50119,MB,DO,Detroit Department of Transportation,Detroit,MI,5119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3734090,289,231,984,NA,1522,NA,2506,NA,11189210,NA,9770816,NA,0,NA,0,NA,No,3898.968874700718,372,NA
10055,MB,DO,Connecticut Department of Transportation - CTTRANSIT New Haven Division,Hartford,CT,1055,State Government Unit or Department of Transportation,Full Reporter,562839,99,99,66,NA,927,NA,993,NA,4249296,NA,3852833,NA,0,NA,0,NA,No,3879.9929506545823,373,NA
30006,MB,DO,Greater Richmond Transit Company,Richmond,VA,3006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,953556,261,104,925,NA,257,NA,1182,NA,4948629,NA,4520397,NA,0,NA,0,NA,No,3824.3629441624366,374,NA
50031,MB,DO,Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,Independent Public Agency or Authority of Transit Service,Full Reporter,3734090,239,143,1939,NA,280,NA,2219,NA,9909083,NA,8479140,NA,0,NA,0,NA,No,3821.153672825597,375,NA
50004,MB,DO,LaCrosse Municipal Transit Utility,La Crosse,WI,5004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,100868,26,16,86,NA,147,NA,233,NA,911010,NA,884284,NA,0,NA,0,NA,No,3795.2103004291844,376,NA
30075,MB,DO,Delaware Transit Corporation,Dover,DE,3075,Independent Public Agency or Authority of Transit Service,Full Reporter,5441567,547,193,1243,NA,697,NA,1940,NA,8062575,NA,7293100,NA,0,NA,0,NA,No,3759.3298969072166,377,NA
40036,MB,DO,StarMetro,Tallahassee,FL,4036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,240223,107,55,27,NA,466,NA,493,NA,1906617,NA,1826938,NA,0,NA,0,NA,No,3705.7565922920894,378,NA
40032,MB,DO,VOTRAN,Daytona Beach,FL,4032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,349064,157,65,349,NA,488,NA,837,NA,3308664,NA,3095212,NA,0,NA,0,NA,No,3697.983273596177,379,NA
40029,MB,DO,Broward County Transit Division,Fort Lauderdale,FL,4029,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,461,278,3485,NA,238,NA,3723,NA,16268341,NA,13706581,NA,0,NA,0,NA,No,3681.5957561106634,380,NA
40034,MB,DO,Transportation & Public Work,Miami,FL,4034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,1386,592,818,NA,5320,NA,6138,NA,30320525,NA,22476550,NA,0,NA,0,NA,No,3661.868686868687,381,NA
80025,MB,DO,City of Loveland Transit,Loveland,CO,8025,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,8,5,7,NA,69,NA,76,NA,283618,NA,273319,NA,0,NA,0,NA,No,3596.3026315789475,382,NA
12,MB,DO,Public Transportation,Anchorage,AK,12,"City, County or Local Government Unit or Department of Transportation",Full Reporter,251243,143,47,354,NA,273,NA,627,NA,2376009,NA,2207629,NA,0,NA,0,NA,No,3520.939393939394,383,NA
